id,season_id,utc_date,status,matchday,home_team_id,away_team_id,home_score,away_score,winner,competition_id
432247,1557,2023-08-19T21:30:00Z,FINISHED,37,4289,1769,0.0,2.0,AWAY_TEAM,2013
432256,1557,2023-08-19T21:30:00Z,FINISHED,37,1765,1838,3.0,1.0,HOME_TEAM,2013
432251,1557,2023-08-20T00:00:00Z,FINISHED,37,1771,1779,1.0,1.0,DRAW,2013
432255,1557,2023-08-20T14:00:00Z,FINISHED,37,1780,1766,1.0,0.0,HOME_TEAM,2013
432248,1557,2023-08-20T19:00:00Z,FINISHED,37,1777,4286,4.0,0.0,HOME_TEAM,2013
432249,1557,2023-08-20T19:00:00Z,FINISHED,37,4241,1783,2.0,3.0,AWAY_TEAM,2013
432253,1557,2023-08-20T19:00:00Z,FINISHED,37,6685,1767,2.0,1.0,HOME_TEAM,2013
432252,1557,2023-08-21T23:00:00Z,FINISHED,37,4250,1768,1.0,1.0,DRAW,2013
432246,1557,2023-08-26T21:30:00Z,FINISHED,37,1783,6684,0.0,0.0,DRAW,2013
432243,1557,2023-08-27T00:00:00Z,FINISHED,37,1779,4250,1.0,1.0,DRAW,2013
432242,1557,2023-08-27T14:00:00Z,FINISHED,37,4286,4289,2.0,0.0,HOME_TEAM,2013
432238,1557,2023-08-27T19:00:00Z,FINISHED,37,1838,1776,2.0,1.0,HOME_TEAM,2013
432241,1557,2023-08-27T19:00:00Z,FINISHED,37,1766,6685,2.0,0.0,HOME_TEAM,2013
432245,1557,2023-08-27T19:00:00Z,FINISHED,37,1770,1777,3.0,0.0,HOME_TEAM,2013
432237,1557,2023-08-27T21:30:00Z,FINISHED,37,3984,4241,3.0,1.0,HOME_TEAM,2013
432239,1557,2023-08-27T21:30:00Z,FINISHED,37,1768,1765,2.0,2.0,DRAW,2013
432244,1557,2023-08-27T21:30:00Z,FINISHED,37,1769,1780,1.0,0.0,HOME_TEAM,2013
432240,1557,2023-08-27T22:00:00Z,FINISHED,37,1767,1771,3.0,0.0,HOME_TEAM,2013
432231,1557,2023-09-02T19:00:00Z,FINISHED,37,4250,6684,0.0,0.0,DRAW,2013
432234,1557,2023-09-02T19:00:00Z,FINISHED,37,1768,1766,1.0,1.0,DRAW,2013
432228,1557,2023-09-03T00:00:00Z,FINISHED,37,1770,1783,1.0,2.0,AWAY_TEAM,2013
432233,1557,2023-09-03T14:00:00Z,FINISHED,37,1767,4289,2.0,0.0,HOME_TEAM,2013
432227,1557,2023-09-03T19:00:00Z,FINISHED,37,1765,3984,1.0,0.0,HOME_TEAM,2013
432230,1557,2023-09-03T19:00:00Z,FINISHED,37,1779,1769,0.0,0.0,DRAW,2013
432232,1557,2023-09-03T21:30:00Z,FINISHED,37,1771,4286,0.0,0.0,DRAW,2013
432235,1557,2023-09-03T21:30:00Z,FINISHED,37,1777,1780,1.0,1.0,DRAW,2013
432236,1557,2023-09-03T21:30:00Z,FINISHED,37,1838,6685,2.0,0.0,HOME_TEAM,2013
432220,1557,2023-09-14T00:30:00Z,FINISHED,37,6684,1776,2.0,1.0,HOME_TEAM,2013
432223,1557,2023-09-14T00:30:00Z,FINISHED,37,1783,1768,0.0,3.0,AWAY_TEAM,2013
432218,1557,2023-09-14T22:00:00Z,FINISHED,37,3984,1779,2.0,1.0,HOME_TEAM,2013
432226,1557,2023-09-14T22:00:00Z,FINISHED,37,6685,1771,0.0,3.0,AWAY_TEAM,2013
432219,1557,2023-09-14T23:00:00Z,FINISHED,37,4241,1777,2.0,4.0,AWAY_TEAM,2013
432222,1557,2023-09-15T00:30:00Z,FINISHED,37,4286,1767,2.0,0.0,HOME_TEAM,2013
432217,1557,2023-09-15T23:00:00Z,FINISHED,37,4289,1838,2.0,2.0,DRAW,2013
432225,1557,2023-09-16T00:30:00Z,FINISHED,37,1769,4250,1.0,0.0,HOME_TEAM,2013
432224,1557,2023-09-16T19:00:00Z,FINISHED,37,1780,1765,4.0,2.0,HOME_TEAM,2013
432221,1557,2023-09-17T00:00:00Z,FINISHED,37,1766,1770,1.0,0.0,HOME_TEAM,2013
432212,1557,2023-09-18T23:00:00Z,FINISHED,37,1777,6685,1.0,2.0,AWAY_TEAM,2013
432303,1557,2023-09-19T00:00:00Z,FINISHED,37,1779,1767,4.0,4.0,DRAW,2013
432213,1557,2023-09-20T00:30:00Z,FINISHED,37,1838,4286,0.0,2.0,AWAY_TEAM,2013
432208,1557,2023-09-20T22:00:00Z,FINISHED,37,4250,1783,0.0,0.0,DRAW,2013
432214,1557,2023-09-21T00:30:00Z,FINISHED,37,1776,3984,1.0,2.0,AWAY_TEAM,2013
432216,1557,2023-09-21T00:30:00Z,FINISHED,37,1765,1771,1.0,0.0,HOME_TEAM,2013
432215,1557,2023-09-21T22:00:00Z,FINISHED,37,1780,4241,5.0,1.0,HOME_TEAM,2013
432211,1557,2023-09-21T22:30:00Z,FINISHED,37,1768,6684,2.0,1.0,HOME_TEAM,2013
432210,1557,2023-09-22T00:30:00Z,FINISHED,37,1767,1769,1.0,0.0,HOME_TEAM,2013
432207,1557,2023-09-22T23:00:00Z,FINISHED,37,1779,1770,1.0,0.0,HOME_TEAM,2013
432209,1557,2023-09-24T00:00:00Z,FINISHED,37,1766,4289,1.0,0.0,HOME_TEAM,2013
432297,1557,2023-09-25T23:00:00Z,FINISHED,37,1838,1780,0.0,1.0,AWAY_TEAM,2013
432229,1557,2023-09-27T22:00:00Z,FINISHED,37,1776,4241,2.0,1.0,HOME_TEAM,2013
432198,1557,2023-09-30T19:00:00Z,FINISHED,37,3984,1767,1.0,1.0,DRAW,2013
432205,1557,2023-09-30T19:00:00Z,FINISHED,37,1783,1777,1.0,0.0,HOME_TEAM,2013
432197,1557,2023-09-30T21:30:00Z,FINISHED,37,4289,1765,3.0,0.0,HOME_TEAM,2013
432204,1557,2023-09-30T21:30:00Z,FINISHED,37,1776,1779,2.0,1.0,HOME_TEAM,2013
432200,1557,2023-10-01T00:00:00Z,FINISHED,37,6684,1766,0.0,2.0,AWAY_TEAM,2013
432199,1557,2023-10-01T19:00:00Z,FINISHED,37,4241,1768,2.0,0.0,HOME_TEAM,2013
432201,1557,2023-10-01T19:00:00Z,FINISHED,37,1771,1838,1.0,1.0,DRAW,2013
432203,1557,2023-10-01T19:00:00Z,FINISHED,37,6685,1780,4.0,1.0,HOME_TEAM,2013
432202,1557,2023-10-01T21:30:00Z,FINISHED,37,4286,1769,2.0,1.0,HOME_TEAM,2013
432206,1557,2023-10-02T23:00:00Z,FINISHED,37,1770,4250,1.0,1.0,DRAW,2013
432191,1557,2023-10-07T19:00:00Z,FINISHED,37,4250,1777,4.0,6.0,AWAY_TEAM,2013
432188,1557,2023-10-07T21:30:00Z,FINISHED,37,1780,1776,0.0,0.0,DRAW,2013
432190,1557,2023-10-08T00:00:00Z,FINISHED,37,1779,1783,1.0,1.0,DRAW,2013
